id	title	youtube_id	youtube_id_original	duration	hidden
1081	Salman Khan na univerzitě v Rice	oipQBY7F4YY	""	1021	f
1083	Záchranný plán 1: Likvidita vs. platební schopnost	ZUEjRYe7MRk	""	686	f
1084	Záchranný plán 2: Účetní hodnota	YJBqGM29_64	""	652	f
1085	Záchranný plán 3: Účetní hodnota vs. tržní hodnota	TUOQZjotyAQ	""	632	f
1086	Minimální rychlost nutná pro projetí smyčkou	wjZb3zPuoeA	""	181	f
1087	Kvadratická funkce	dfoXtodyiIA	""	443	f
1088	Příprava k doplňování na čtverec	55G8037gsKY	""	663	f
1089	Rozklad ceny benzínu	1YYy0DEOpoU	""	744	f
1090	Perryho poučky: Khan Academy	7w3DHilPtI4	""	154	f
1091	Salman Khan o třídách budoucnosti	h8GfMq4-K6g	""	156	f
1092	Přebytek výrobce	-V-Y5klejSg	""	500	f
1095	"Cranach starší, Adam a Eva, 1526"	g4XZGhnFOwM	""	302	f
1096	"Ikona svatého Jiří ( ""Černý Jiří""), pozdní 14. století"	OdRBzITeIcs	""	251	f
1097	Plovoucí směnné kurzy řešící obchodní nerovnováhu	wNYFJsC8TZE	""	246	f
1098	Podhodnocování juanu	S-9iY1OgbDE	""	412	f
1100	Pergamonský oltář	L3SIooVHV8E	""	530	f
1101	Kylix s Dionýsem	tTF5ZY6aitg	""	232	f
1102	Archimédův zákon	vzID7ds600c	""	522	f
1103	"Robert Campin, Ježíš a Panna Marie,kolem 1430-35"	Axox0C6aoTo	""	183	f
1104	Pythagorova věta II	nMhJLn5ives	""	576	f
1105	Jezdecká socha Marka Aurelia	D4nK5uXuPXM	""	228	f
1106	Násobení a dělení lomených výrazů 1	3GL69IA2q4s	""	218	f
1107	Záchranný plán 4: oceňování podle modelu vs. oceňování podle trhu	w_GZqhAR0I4	""	684	f
1108	Záchranný plán 5: Splácení dluhu	I8BLj7cRM7c	""	651	f
1109	Achilles a Aias hrající hru	k2fdtepbkz8	""	403	f
1114	"Caspar David Friedrich, Mnich u moře, 1808 nebo 1810"	XkcHktjqI1s	""	246	f
1115	Bakteriální meningitida	CnXuSCaCNBo	""	737	f
1117	"Jan Vermeer, Děvečka se džbánem mléka, 1662"	_38xl7p4VaM	""	289	f
1118	"Giotto, Madonna, 1306-10"	P9s3YA-glNk	""	245	f
1119	"Manet, Olympia, 1863 (vystavená 1865)"	bihBbqzL96Y	""	434	f
1120	Řešení soustav rovnic substitucí 2	wB3QCk0MGuw	""	246	f
1121	Součet dělitelů čísla 27 000	17st-s5gg10	""	403	f
1123	Flex Mex	GTwrVAbV56o	""	165	f
1124	Znaky spojené s pohlavím	-ROhfKyxgCo	""	859	f
1125	"Pieter Bruegel starší, Babylonská věž, 1563"	K6BKDveCd9w	""	280	f
1126	Lidé a rostliny	lzWUG4H5QBo	""	570	f
1129	Záchranný plán 6: získání účasti na vlastním jmění	jDNalKBb3aA	""	722	f
1130	"Dix, Portrét Sylvia von Harden, 1926"	sHkZWu9tgpw	""	478	f
1131	"Hans Holbein mladší, Portrait of Henry VIII, 1540"	-wTI7EC-i30	""	251	f
1132	Tři druhy svalové tkáně	bwOE1MEginA	""	689	f
1133	"Řešení smyčky, část 1"	4SQDybFjhRE	""	365	f
1134	Onemocnění srdce a infarkty	vYnreB1duro	""	741	f
1135	"Friedrich, Procházka za soumraku, 1830-35"	xSnm3LNMXi0	""	209	f
1137	"Khnopff,  Jeanne Kéfer, 1885"	cIpEZXOAn0I	""	192	f
1138	"Élisabeth-Louise Vigee Le Brun, Madame Perregaux, 1789"	6V9x0d5wRpI	""	104	f
1139	"Beuys, Stůl s akumulátorem (Tisech mit Aggregat), 1958-85"	4QwfrTNuwE4	""	255	f
1140	"Jean-Baptiste Carpeaux​, Tanec, 1865-69"	3ZGmMTNyW0k	""	223	f
1141	"Jan Van Eyck, Svatba manželů Arnolfiniových, 1434"	9ODhKqFaugQ	""	432	f
1142	"Rosa Bonheur, Orba v Nivernais, 1849"	kOnzZHJYzb4	""	209	f
1143	Typy imunitních odpovědí: Vrozená a získaná. Látková a buněčná.	rp7T4IItbtM	""	487	f
1144	Úloha fagocytů ve vrozené či nespecifické imunitě	O1N2rENXq_Y	""	980	f
1145	"Leonardo da Vinci, Klanění tří králů 1481.mov"	QxNqWZPzsGw	""	276	f
1146	Záchranný plán 8: Systémové riziko	gX9aKDeAOz4	""	712	f
1147	Záchranný plán 7: Banka jde do konkursu	MdIfefLcdoU	""	625	f
1148	Náhodné veličiny	3v9w79NhsfI	""	332	f
1150	Příklady výpočtu HDP	BMNj7-Okclk	""	358	f
1151	Základní Trojúhelníkové Důkazy Příklad 2	NDeDnfuoDQM	""	173	f
1153	Čínská inflace	R_-V6usZJsc	""	202	f
1154	Akruální princip v účetnictví	NNhyZFHAzaA	""	291	f
1155	Průměrná rychlost při konstantním zrychlení	MAS6mBRZZXA	""	850	f
1156	Mitotické fáze	LLKX_4DHE3I	""	1242	f
1157	"Venuše, 4. stol. př.n.l."	hXQa7psqSTY	""	549	f
1158	"Michelangelo, Pietà, 1498-1500"	JbWGusfynCw	""	219	f
1159	"Williem de Kooning, Žena I, 1950-52"	WEYKoJTIHcE	""	220	f
1161	"Turner, Otrokářská loď (Otrokáři házející přes palubu mrtvé a umírající, přicházející tajfun), 1840"	NoCW80MEGXY	""	242	f
1162	Nacionalismus	hk_21n8ITqg	""	680	f
1163	"Claude Monet, Topoly, 1891"	JCKshDyxjuw	""	235	f
1164	Machovo číslo	VlaGxYjnoPY	""	244	f
1165	Základy carry trade (forma spekulace na devizovém trhu)	8In5PK1yUAA	""	243	f
1166	Peněžní princip v účetnictví	FfdpupKByiU	""	239	f
1167	Celkový přebytek spotřebitele	RBUBIRtn0xQ	""	346	f
1168	Přebytek spotřebitele - úvod	_6kwhF6hoqQ	""	302	f
1169	"Michelangelo, Umírající otrok a Vzpurný otrok, 1513-15"	h44bnIGogu8	""	197	f
1170	Důstojník na koni	IPJAi5zWu9U	""	534	f
1171	Řešené příklady na výpočet obsahu a objemu	3A305Mhtkug	""	411	f
1172	Salman Khan popisuje třídy budoucnosti s kombinovanou výukou	vwyOv7PiC40	""	201	f
1173	Vstup Spojených států do první světové války	dHXzusNSF60	""	425	f
1174	Úvod do protestantské reformace: Jak reformace začala	qTGJMnTWrrw	""	498	f
1175	Substituční Metoda	uzyd_mIJaoc	""	279	f
1176	Soustavy nelineárních rovnic	hjigR_rHKDI	""	345	f
1179	Exponenciální růst a rozklad	m5Tf6vgoJtQ	""	441	f
1180	Jednoduchá kvadratická rovnice	RweAgQwLdMs	""	138	f
1181	Cytotoxické T buňky	oqI4skjr6lQ	""	607	f
1182	"Verrocchio (s Leonardem), Křest Krista, 1470-75"	3YMEIjHl9og	""	261	f
1183	"Caspar David Friedrich, Osamocený strom, 1822"	YlhDUSntCI4	""	226	f
1184	"Rodin, Brány pekla​, 1880-1917"	TgLTzYXg530	""	253	f
1185	Úvod do problematiky vlnění	c38H6UKt3_I	""	783	f
1186	Racionální nerovnice	ZjeMdXV0QMg	""	709	f
1187	"Arbus, Chlapec s granátem jako hračka, 1962"	03vCPk3PyI8	""	247	f
1188	"Annibale Carracci, Ukřižování, 1583"	7Hc08dgjLrM	""	603	f
1190	"Giacometti, Palác ve 4 hodiny ráno, 1932"	3zU90x0OZ0Y	""	141	f
1192	Čínská centrální banka nakupuje dluhopisy	MN4SWiEEqKo	""	730	f
1194	Zrychlení při vzletu z letadlové lodi	VYgSXBjEA8I	""	856	f
1196	Integrál z přirozeného logaritmu - per partes	iw5eLJV0Sj4	""	230	f
1197	Cvičení na normální rozdělení v Excelu	yTGEMoaWDCQ	""	1564	f
1198	Úvod do normálního rozdělení	hgtMWR3TFnY	""	1584	f
1199	"Cézanne, Zátiší s jablky, 1895-98 (MoMA)"	hH1a1v1JNAk	""	336	f
1201	SAT - příprava: Test 2 odd.3 část 1	0QvGgONYDeA	""	517	f
1202	SAT - příprava: test 1 odd.3 část 2	uFfMl-wGOqA	""	598	f
1204	Násobení mnohočlenů	fGThIRpWEE4	""	590	f
1205	Vztah mezi rozvahou a výsledovkou	hZvjH3Az87A	""	221	f
1206	SAT - příprava: Test 1 odd. 6 část 2	EWsVUf6ZFgw	""	519	f
1207	Vysvětlení méněcenných statků	TAhRoJB34nw	""	319	f
1208	"Giotto, kaple Arena (Scrovegni), Padova, asi 1305 (Část 1. ze 4)"	47QgqdeSi0U	""	297	f
1209	Hexaflexagony 2	paQ10POrZh8	""	285	f
1210	Definice funkce - příklad 2	5cK86VKoBPw	""	280	f
1211	Body na číselné ose	qW-Ce44ll0Q	""	188	f
1213	Záchranný plán 10: Morální hazard	roap32sTgPk	""	727	f
1214	Záchranný plán 9: Paulsonův plán	eBYbnYNl0rw	""	665	f
1215	CNN: porozumění krizi	_ZAlj2gu0eM	""	876	f
1216	SAT - příprava: Test 2 odd. 3 Část 2	jG_R8MyQ53U	""	601	f
1220	"Jednorožec v zajetí, 1495-1505"	26WASJHF46A	""	357	f
1221	Pokročilejší poměrové úlohy	PASSD2OcU0c	""	597	f
1222	Fotosyntéza	-rsYk4eCKnA	""	818	f
1223	Základní výkaz cash flow	Mioqyv_IW3E	""	224	f
1224	CA Algebra I: Doplnění na čtverec	8M4c8TB3Cdc	""	828	f
1225	Základy arbitráže.	AuCH7fHZsZ4	""	171	f
1226	Úvod do Newtonových gravitačních zákonů	391txUI76gM	""	518	f
1227	Konstantinův oblouk	mK9y-sPn_AY	""	657	f
1231	Binomické rozdělení 2	FI8xtVaI068	""	665	f
1232	Příklad: Rovnice s neznámou ve jmenovateli	Z7C69xP08d8	""	204	f
1233	Profesionální antigen prezentující buňky (APC) a MHC II komplexy	j_kSmmEpvQk	""	693	f
1236	Řešení slovních úloh 2 - soustavy rovnic	s1QN7sSfBM8	""	740	f
1237	"Tepny, tepénky, žilky a žíly"	iqRTd1NY-pU	""	463	f
1238	"Claude Monet, Gare St. Lazare, 1877"	sYQ5CSyACpc	""	336	f
1239	Záchranný plán 11: Proč mohou mít tyhle zajištěné dluhové obligace nulovou hodnotu	RkIM0Mbc8YQ	""	644	f
1240	Čína kupuje dluhopisy USA	Dfkq9SOWxY8	""	171	f
1241	Otevřené podílové fondy	Dy6SAdpAc8I	""	597	f
1242	Příklad s rostoucími závazky z obchodního styku	57gz50uTPqM	""	245	f
1244	"Bellini & Titian, Sešlost bohů, 1514 a 1529"	Mx59hYSFCeA	""	185	f
1245	Transponování matice	2t0003_sxtU	""	517	f
1246	Glykolýza	FE2jfTXAJHg	""	810	f
1247	"Mark Rothko, No. 3/No. 13, 1949"	FnkATpF4O2Q	""	312	f
1248	První termodynamický zákon a vnitřní energie	Xb05CaG7TsQ	""	1060	f
1250	"Tizian, Bakchus a Ariadna, 1523-24"	bYyxwxEqTQo	""	211	f
1251	Epidemie chřipky	mbbk7oehP1Y	""	161	f
1252	Čtyři Buddhové v Americkém přírodovědném muzeu	kHt6BgHxa8o	""	579	f
1255	"Masaccio, Svatá Trojice, kolem r. 1427"	Kl4Dcj9o570	""	517	f
1257	Laplaceova transformace 1	OiNh2DswFt4	""	482	f
1258	Kladné a záporné exponenty	JUGmviJC_pk	""	139	f
1259	Příznaky chřipky a její diagnóza	jYhnlqE1cJY	""	267	f
1260	"Masaccio, Madona s dítětem, 1426"	6LurHwFfrIA	""	330	f
1261	"Brunelleschi & Ghiberti, Obětování Izáka, soutěžní desky, 1401-2"	uvgBSJPiQ8Y	""	325	f
1262	Základy dýchání	qel8yujGuZM	""	724	f
1263	"Fra Angelico, Zvěstování a Život Panny Marie (v pradele), kolem roku 1426"	6lH7zWK_SAg	""	220	f
1264	"Andy Warhol, plechovky Campbellovy polévky: Proč je to umění?"	SdbOrNLcC0I	""	430	f
1266	Co je tuberkulóza?	wV1pllyOaj8	""	747	f
1269	"4 změny v životním stylu, které pomáhají se snížením hypertenze"	Y2B6j7poiKI	""	395	f
1270	Důkaz (pokročilý): El. pole nekonečné desky (část 1)	prLfVucoxpw	""	807	f
1271	Násobení  a zjednodušování racionálních výrazů	x6FFjiHPlSI	""	305	f
1272	Zrychlení vzhledem ke gravitaci na vesmírné stanici	R5CRZONOHCU	""	613	f
1274	Výpočet mnohočlenu se zadanou hodnotou x.	03yq7XsErqo	""	69	f
1275	Ledviny a nefron	cc8sUv2SuaY	""	1118	f
1276	Japonsko v první světové válce	NTUjMpfYWwE	""	234	f
1279	Úloha sarkoplazmatického retikula ve svalových buňkách	SauhB2fYQkM	""	882	f
1283	Zánětlivá reakce	FXSuEIMrPQk	""	875	f
1284	Níké Samothrácká	TPM1LuW3Y5w	""	166	f
1286	Oxidativní fosforylace a chemiosmóza	W_Q17tqw_7A	""	299	f
1287	Převod rovnice se zlomkem na lineární rovnici.	PPvd4X3Wv5I	""	191	f
1288	Koncentrace glukózy v krvi - převod jednotek	j37Mx24JHC4	""	202	f
1289	"PPACA  neboli ""Obamacare"""	8nW9L7cSop4	""	434	f
1290	"Picasso, The Reservoir, Horta de Ebro, 1909"	IXtreNuEC-Q	""	255	f
1291	Primárky a vnitrostranické volby	z_QeYCg4yJ8	""	493	f
1292	Itálie vystupuje z Trojspolku	ay1QGPg2R98	""	238	f
1294	CAM rostliny	xp6Zj24h8uA	""	517	f
1295	Flokulace	5uuQ77vAV_U	""	335	f
1299	Trajánův sloup	MFt3tHNevJg	""	296	f
1300	Americké běžné jednotky a metrické jednotky	y2RHWA7t0WM	""	310	f
1301	Klasické sloupové řády	nrRJkzXl4a4	""	668	f
1303	TODAY Show: Průmyslové společnosti mění tvář vzdělání	d4UQFgAdxUs	""	248	f
1306	Násobení a dělení - slovní úloha na porovnání kouzelnických schopností	9CZfG3r5JBE	""	70	f
1310	"Dürer, autoportrét, 1498"	OQEWArXaCeg	""	134	f
1311	Rozhovor s Jessicou Yuen	UNsf1X5I_n0	""	537	f
1312	Oběti 1. Světové války	kOf8fU9iduA	""	347	f
1318	"Přehled: B buňky,  CD4  T buňky a CD8  T buňky"	xaz5ftvZCyI	""	667	f
1320	Poločas rozpadu	9REPnibO4IQ	""	751	f
1322	Východní a západní štíty Afaina chrámu	pdqOIg_QYSc	""	880	f
1323	Dělení čtvrté úrovně	gHTH6PKfpMc	""	576	f
1324	Deficit a dluhový strop	-05OfTp6ZEE	""	597	f
1325	Nákup opce vs. krátký prodej	_q25hz5xLdk	""	190	f
1326	Prekapilární sfinktery	yeX0uDpPBj4	""	260	f
1327	Velikost iontů	HBi8xjMchZc	""	184	f
1329	"Spirály, Fibonacci a rostliny - část 3"	14-NdQwKz9w	""	367	f
1330	Úvod do protestantské reformace: Protireformace	C6PUlTYnxLY	""	581	f
1332	Daně a dokonale neelastická poptávka	lsn16U5DWD4	""	471	f
1333	Sčítání odporu (cév)	5lXw5_4R2B4	""	203	f
1334	Oxidace a redukce v buněčném dýchání	_KyyVhlUDNU	""	1028	f
1335	"Čína udržuje kurz dolaru, aby zachovala tržní nevyrovnanost."	uTlh861MtYk	""	181	f
1339	Jednotkový vektor	lQn7fksaDq0	""	419	f
1342	Rozdělení výběrového průměru	FXZ2O1Lv-KE	""	652	f
1343	Průměr a rozptyl Bernouilliho rozdělení	O8vB1eInP_8	""	500	f
1344	Funkce hustoty pravděpodobnosti	Fvi9A_tEmXQ	""	602	f
1348	Led zrychlující na nakloněné rovině	Mz2nDXElcoM	""	637	f
1351	Čtení piktogramů	qrVvpYt3Vl0	""	141	f
1352	Přehled čínské historie 1911 -  1949	a9QtIfPIQl4	""	667	f
1354	Exaktní rovnice 1	iEpqcdaJNTQ	""	594	f
1355	Úvod do logaritmů	Z5myJ8dg_rM	""	422	f
1357	Diferenciální počet: Derivace 1	rAof9Ld5sOg	""	566	f
1359	Discovery Lab - Kouzelníkův tip	Weymq89kwAw	""	102	f
1364	Konzervace maleb	Goi6mjtB5oE	""	290	f
1365	Umění a kontext	2aUFB9hQncQ	""	627	f
1366	"Ambrogio Lorenzetti,  Uvedení Krista do chrámu, 1342"	_lzdhIHLwcQ	""	147	f
1368	Střední hodnota náhodné veličiny	j__Kredt7vY	""	893	f
1369	"Michael Pacher, Oltář v kostele sv. Wolfganga, 1479-81"	KdDIIYqXmjw	""	375	f
1371	Zajímavější logaritmické výrazy	eTWCARmrzJ0	""	260	f
1372	Algebra: Směrnice přímky 2	Kk9IDameJXk	""	586	f
1374	Příklad: kdy padne alespoň jednou panna?	mkyZ45KQYi4	""	560	f
1375	Anatomie prsu	iv28TEA99rg	""	250	f
1377	Logaritmické rovnice	fyshrv6YDVY	""	87	f
1378	Buddha medicíny Bhaishajyaguru	CHfU9EDwOwU	""	337	f
1379	Logaritmické rovnice 2	vtStuLV-HvQ	""	120	f
1381	Použití racionálních rovnic	gD7A1LA4jO8	""	326	f
1382	"Zkouška toho, zda nějaká relace je funkcí."	3SO1BQQ9_1E	""	143	f
1383	DNA	_-vZ_g7K6P0	""	1686	f
1384	Příklad: pravděpodobnost vytažení jiné než modré kuličky	mLE-SlOZToc	""	596	f
1385	5 běžných výmluv k očkování proti chřipce	wDghWK_Rr_E	""	479	f
1386	"Rafael, La belle jardinière, 1507"	sv9CHsd546Q	""	176	f
1387	Ekonomický zisk vs. účetní zisk	06j_zPdPWOY	""	486	f
1388	Agregátní poptávka	oLhohwfwf_U	""	833	f
1390	"Magritte, Věrolomnost obrazů (Ceci n'est pas une pipe), 1929"	w702yvnip_w	""	221	f
1391	Parametrické rovnice 3	57BiI_iD3-U	""	772	f
1394	Fázové diagramy	Qp87Z4m8R-w	""	756	f
1396	Kolmé přímky	0671cRNjeKI	""	209	f
1398	Doplnění na čtverec - příklad 4	6agzj3A9IgA	""	325	f
1399	Kostel sv. Michaela: Bronzové dveře	__pl88NO9Jw	""	263	f
1401	Italská fronta za 1. světové války	mQyM-4YqHMM	""	549	f
1402	Pravděpodobnost výhry jackpotu v Mega Millions loterii	gyqodNhM3EU	""	330	f
1403	"SAT příprava: Test 8, část 5, úloha 1"	yKiU7kzjTQw	""	585	f
1404	Více o vnitřní energii	aOSlXuDO4UU	""	825	f
1405	Porovnávání zlomků na číselné ose a pomocí obrázků	Kt7Dwr7BftE	""	283	f
1406	"Magnetická síla mezi vodiči, 1. část"	l3hw0twZSCc	""	660	f
1407	Data o růstu čínského měnového agregátu M1 v roce 2010.	4Azskeheo_g	""	192	f
1409	Dokonalá konkurence	_NznT4Cn8As	""	617	f
1410	Definované a nedefinované operace s maticemi.	O1-9f1g0OsI	""	212	f
1412	"El Greco, Klanění pastýřů, 1612-1614"	3_-hYeuJTzQ	""	250	f
1413	Úvod do protestantské reformace: Martin Luther (2 of 4)	dSOnLt3YVl0	""	675	f
1415	"Dalí, Metamorfóza Narcise, 1937"	HUZDPWLTZ0g	""	248	f
1417	Borůvky pro kamarády	7kW4Mjqs1UM	""	243	f
1419	Práce konaná rozpínáním plynu	obeGVTOZyfE	""	763	f
1420	Super Yoga plány - Řešení pomocí substituce	dawGZs4TaTU	""	494	f
1422	Super Yoga plány - Řešení jednoduchých rovnic	hq1bUM2tyg0	""	460	f
1423	"Amplituda, perioda, frekvence a vlnová délka periodického vlnění"	tJW_a6JeXD8	""	867	f
1424	"Sir John Everett Millais, Ofélie, 1851-52"	I2M7U8eCeHA	""	327	f
1425	"Sir John Everett Millais, Kristus v domě svých rodičů, 1849-50"	nRPLiTZAry4	""	270	f
1427	Směna peněz - praktický příklad	XcRX-mkjeiM	""	54	f
1428	Úvod do inverzních funkcí	W84lObmOp8M	""	546	f
1429	Záchranný plán 12: transakce Lone Star	eZZkhSl8lMA	""	628	f
1432	"CA Geometrie: Pythagorova věta, Využití kružítka"	6EY0E3z-hsU	""	755	f
1433	Funkcionalismus	-83vVeSC2_g	""	342	f
1434	Test hypotézy pro malé výběry	D2sMsmL0ScQ	""	544	f
1435	Příklad: Slovní úloha na procenta 2	JVlfQEhzLMM	""	247	f
1436	"Courbet, Malířův ateliér, 1854-55"	SvFtmPhbNRw	""	325	f
1437	Histogramy	4eLJGG2Ad30	""	368	f
1438	"Jackson Pollock, Jedna: Číslo 31, 1950"	2JleSka1klc	""	455	f
1439	"Edgar Degas, Na závodech na venkově, 1869"	6HTBjvqn9uw	""	232	f
1440	Celkový počet sedadel v divadle	Wu1KO07WPkk	""	181	f
1442	"William Holman Hunt, Claudio a Isabella, 1850"	4j13InegUPk	""	288	f
1444	Dělení mnohočlenů - příklad	8Wxw9bpKEGQ	""	200	f
1445	Vakcíny a mýtus o autismu - 2. část	HGb9m1dbNdM	""	541	f
1447	Nezávislé jevy – příklad 2: pravděpodobnost uhodnutí správné odpovědi	VWAfEbgf1Po	""	284	f
1448	Mnohočleny a peníze.	IGs7IB48Fvg	""	84	f
1449	Doplňující příklad na získání směrnice z grafu	81SseQCpGws	""	240	f
1450	Proces mumifikace	-MQ5dL9cQX0	""	164	f
1453	"Bernoulliho rovnice, 1. část"	uqyLOuAzbvo	""	608	f
1454	Zuřící ale roztomilá mořská nestvůra	-fUGOHkAMN4	""	83	f
1455	Příšera s hady místo vlasů	Rm6LkuZfEis	""	94	f
1457	Počítání pravděpodobnosti při karetní hře	obZzOq_wSCg	""	602	f
1459	Problém narozeninové pravděpodobnosti	9G0w61pZPig	""	797	f
1460	Krátér s motivem Odyssea prchajícího z Polyfémovy jeskyně	BDo3L3vqE6M	""	502	f
1462	Fotografie	FtUekmRNi8M	""	185	f
1463	Populační rozptyl	dvoHB9djouc	""	236	f
1464	Příkad: pravděpodobnostní prostor	FICRd7Lp67s	""	259	f
1465	Kontingenční tabulka a test chí-kvadrát	hpWdDmgsIRE	""	1058	f
1466	Test Pearsonův chí-kvadrát (test dobré shody)	2QeDRsxSF9M	""	708	f
1467	Nezávislé jevy – příklad 1: házení kostkou	2MYA8Ba2PvM	""	148	f
1468	Polární souřadnice 1	jexMSlSDubM	""	620	f
1469	Složená pravděpodobnost nezávislých jevů	xSc4oLA9e8o	""	360	f
1470	Příklady na Archimédův zákon	wwjtuZ5vTvc	""	582	f
1472	Násobení a dělení s neznámou.	93xzevZ9pjU	""	318	f
1473	Výpočet průměrné výšky patra budovy	LGWUXVpwPDU	""	259	f
1474	Údaje od růstu čínských zahraničních aktiv v roce 2010	a3NFAnHxpKw	""	221	f
1475	Záchranný plán 13: Má záchranný plán šanci fungovat?	R528WbVdC0I	""	659	f
1476	Anatomie svalového vlákna	uY2ZOsCnXIA	""	992	f
1477	Hyperplasia in Colon Tissue	C0frzmxc5KU	""	327	f
1478	Zdravá tkáň tlustého střeva	fif5ghe8JM0	""	698	f
1479	Jak vápník způsobuje práci myozinu	vv6WBeqw2Nc	""	603	f
1480	Cancerous Colon Tissue	KyJs9H0vzTM	""	757	f
1482	Nezávislé jevy – příklad 3: házení dvěma kostkami	O4Qnsubo2tg	""	315	f
1485	Inverzní funkce Příklad 1	wSiamij_i_k	""	404	f
1486	Sčítání a odčítání matic	WR9qCSXJlyY	""	335	f
1487	Rovnice se dvěma stejnými absolutními hodnotami	15s6B7K9paA	""	230	f
1489	Eulerova přímka	tUqyJgmGY7k	""	373	f
1490	Hemoglobin	LWtXthfG9_M	""	874	f
1491	Závislé a nezávislé jevy	Za7G_eWKiF4	""	159	f
1493	Úhly a obvod	hv9gPlQru78	""	100	f
1494	Kolik hostů na párty jedlo čokoládové lanýže?	XAW9d3XU3qI	""	300	f
1498	Stromové diagramy pro určení výsledků	Zxvc6iPKdec	""	271	f
1499	Cvičení na pochopení hodnot desetinných míst	-oFlAhtear4	""	67	f
1500	"Wassily Kandinsky, Kompozice číslo 7, 1913"	i16sGRY7SZ4	""	680	f
1501	Příklad: Kolo štěstí	jDIj0CUjGvM	""	173	f
1502	Výběrový rozptyl	iHXdzfF7UEs	""	638	f
1503	"Oligopol, duopol, tajné dohody, a kartely."	N0L00FZnhtg	""	506	f
1504	Inverzní matice 2x2	01c12NaUQDw	""	168	f
1505	"Pojem množina, průnik a sjednocení množin"	jAfNg3ylZAI	""	464	f
1507	Úvod do vektorového součinu	pJzmiywagfY	""	947	f
1509	Normálová a přítlačná síla	1WOrgrIcQZU	""	438	f
1510	Příklad: Závislé jevy	7BkcNLOf56w	""	394	f
1511	Vztah mezi úhlovou rychlostí a rychlostí	zAx61CO5mDw	""	564	f
1512	Dynamika tekutin	G4CgOF4ccXk	""	600	f
1513	"Bernoulliho rovnice, 2. část"	QX2YLR09Q78	""	609	f
1514	"Bernoulliho rovnice, 3. část"	NGpJPz44JYc	""	516	f
1516	"Co padá rychleji, cihla nebo pírko"	36Rym2q4H94	""	635	f
1517	Úvod do jednoduchých strojů	pfzJ-z5Ij48	""	602	f
1518	Mnohočleny a geometrie	EvvxBdNIUeQ	""	277	f
1519	Sekundární aktivní transport v nefronu	czY5nyvZ7cU	""	853	f
1520	Pomocné T-buňky	uwMYpTYsNZM	""	1234	f
1521	"Práce, energie, příklad se třením"	YvacYWgygaA	""	605	f
1522	Inflace tlačená náklady	3A-nAw2tY_4	""	345	f
1523	Destrukce bohatství část 1	Q7HbtnOyKMg	""	631	f
1524	Daně zohledňující negativní externality	UYShebe44Xs	""	345	f
1526	Úhly (část 2)	zrqzG6xKa1A	""	545	f
1528	Přímá a nepřímá úměrnost	92U67CUy9Gc	""	594	f
1536	Motoneurony	LwA00uqniiU	""	439	f
1537	Ledovce z čokolády	wK-SQD3fhrI	""	353	f
1538	Létající roboti.	SbbBzV6pcFg	""	337	f
1539	Sklon osy Země 1: Proč máme různá roční období	Pgq0LThW7QA	""	339	f
1540	Udržování krevního tlaku díky pružnosti cév	LcyEXlCIkmA	""	414	f
1541	Dechové centrum	_BFDgTci0ck	""	563	f
1542	Navrhování mostů (a jejich destrukce!) 1. část	lBP7739C83s	""	309	f
1543	Pantheon	KaY8zqYfQI0	""	512	f
1544	Rýsování grafu jednoduché funkce	2-dUHLHeyTY	""	336	f
1545	Krevní oběh plodu	-IRkisEtzsk	""	712	f
1547	Krevní oběh novorozence krátce po narození	jFn0dyU5wUw	""	805	f
1548	Pozůstatky struktur krevního oběhu plodu u dospělého člověka	Oga0K4reWoY	""	497	f
1549	Život Benjamina Franklina	e23FYcmAG5k	""	492	f
1552	Tutoriál pro lektory na webu Khan Academy	Bd5X7Kz_Bpg	""	582	f
1553	Kuličky pro kamarády	lhLVC1QB_kQ	""	343	f
1554	Další poznámky k vedení vzruchu v srdci	7TafYJLjhY4	""	570	f
1555	Seznamte se s placentou	bQioHx12JuY	""	753	f
1556	Rozdíl množin	2B4EBvVvf9w	""	375	f
1557	Násobení a dělení záporných čísel	d8lP5tR2R3Q	""	510	f
1558	"Fra Angelico, Zvěstování, 1438-47 n.l."	3B-V_pG3HPQ	""	697	f
1559	Doplnění na čtverec - příklad 3	TV5kDqiJ1Os	""	344	f
1560	Cvičení popisující poměry	b-6pqRnm2b8	""	128	f
1561	Jak vzniká očkování proti chřipce	Xn29pt5159k	""	557	f
1562	Mrtvice (Cévní mozková příhoda)	xbyfeEW56Nc	""	368	f
1563	Khan Academy v dokumentu Johna Stossela	_4qoTgnx1oQ	""	293	f
1564	Hemoglobin a hematokrit plodu	SqE5S1qS7ZU	""	872	f
1565	Transplantace srdce	dqmaxkxInZ4	""	446	f
1566	Účinky hypertenze na cévy	PYkaoQc-fLU	""	429	f
1567	Dysplazie v tlustém střevě	CGrbnripinU	""	634	f
1568	Behaviorální teorie	x7wZCtFWblE	""	258	f
1569	Maslowova hierarchie potřeb	P6PEf9WtEvs	""	197	f
1570	Biologická teorie	FfugceYn140	""	333	f
1571	Humanistická teorie	3UcjojHetfE	""	366	f
1572	Psychoanalytická teorie	jdawTFsCNtc	""	463	f
1573	"Příklad: pravděpodobnost, že se desetkrát za sebou trefíme do koše."	iMqCSgqzmiQ	""	425	f
1574	Příklad 3 (variace): výběr osob podruhé	l9ft9jpriNA	""	143	f
