id	title	youtube_id	youtube_id_original	duration	Block ID	Block title
1269	"4 změny v životním stylu, které pomáhají se snížením hypertenze"	Y2B6j7poiKI	""	395	306	Oběhová soustava: Onemocnění
1060	"Stenóza, ischemie a infarkt"	3858MaULDdI	""	473	306	Oběhová soustava: Onemocnění
1134	Onemocnění srdce a infarkty	vYnreB1duro	""	741	306	Oběhová soustava: Onemocnění
2352	Neurogenní šok	-Y3CbsxhlQE		499	306	Oběhová soustava: Onemocnění
1609	Tropomyosin a troponin a jejich úloha v regulaci svalové kontrakce.	LiOfeSsjrB8	""	562	295	Oběhová soustava: Srdeční stahy
1479	Jak vápník způsobuje práci myozinu	vv6WBeqw2Nc	""	603	295	Oběhová soustava: Srdeční stahy
1132	Tři druhy svalové tkáně	bwOE1MEginA	""	689	295	Oběhová soustava: Srdeční stahy
867	Myosin and Aktin	zopoN2i7ALQ	""	578	295	Oběhová soustava: Srdeční stahy
842	Průtok krve srdcem	7XaftdE_h60	""	471	291	Oběhová soustava: Úvod
1237	"Tepny, tepénky, žilky a žíly"	iqRTd1NY-pU	""	463	291	Oběhová soustava: Úvod
508	Žíly a tepny - jaký je mezi nimi rozdíl?	7b6LRebCgb4	""	669	291	Oběhová soustava: Úvod
2271	Stavba srdeční stěny	bm65xCS5ivo	""	733	291	Oběhová soustava: Úvod
887	Srdeční ozvy	-4kGMI-qQ3I	""	590	291	Oběhová soustava: Úvod
931	Dva okruhy oběhové soustavy	K57qjYYjgIY	""	745	291	Oběhová soustava: Úvod
366	Seznamte se se srdcem!	Vi1JK6IYVt8	""	609	291	Oběhová soustava: Úvod
903	Obsah rovnostranného trojúhelníku	UKQ65tiIQ6o	""	223	374	"Obvod, obsah, objem II"
3035	Obvod a obsah nestandardního mnohoúhelníku	7S1MLJOG-5A		183	374	"Obvod, obsah, objem II"
272	Obsah pravidelného šestiúhelníku	LrxZMdQ6tiw	""	471	374	"Obvod, obsah, objem II"
450	Heronův vzorec	-YI6UC4qVEY	""	283	374	"Obvod, obsah, objem II"
935	Plochy diagonálami vytvořených trojúhelníků v obdélníku jsou stejné	YTRimTJ5nX4	""	276	374	"Obvod, obsah, objem II"
3036	Plocha vyšrafované oblasti vytvořené rovnostrannými trojúhelníky	QVxqgxVtKbs		337	374	"Obvod, obsah, objem II"
3045	Obsah Kochovy vločky (část 2) - pokročilé	vBlR2xNAGmo		393	374	"Obvod, obsah, objem II"
807	Zajímavé příklady na obvod a obsah	vWXMDIazHjA	""	493	374	"Obvod, obsah, objem II"
3042	Obsah Kochovy vločky (část 1) - pokročilé	64bH_27Ehoc		750	374	"Obvod, obsah, objem II"
3038	Řez pravidelným čtyřbokým jehlanem	hoa1RBk4dTo		210	374	"Obvod, obsah, objem II"
3037	Kolik lidí unese vzducholoď?	YbNVUhW-HJM		365	374	"Obvod, obsah, objem II"
3044	Důkaz Heronova vzorce (část 2)	nZu7IZLhJRI		728	374	"Obvod, obsah, objem II"
3039	Řezy krychlí pomocí rovin	aSokFEpoJFM		443	374	"Obvod, obsah, objem II"
3040	Rotování obrazců k vytvoření těles	vdpyWeiHXmU		252	374	"Obvod, obsah, objem II"
3043	Důkaz Heronova vzorce (část 1)	AreOMvPCxv8		660	374	"Obvod, obsah, objem II"
3041	Fraktál Kochova vločka	azBNsPa1WC4		552	374	"Obvod, obsah, objem II"
2204	Mocniny desíti	0fKBhvDjuy0	""	541	223	O čem je historie všeho?
2775	Historie všeho - stručný souhrn	yqc9zX04DXs		1061	223	O čem je historie všeho?
2324	Co je to Historie všeho?	4VICS9cIugo	""	407	223	O čem je historie všeho?
2405	Úvod do mezníků komplexity	sc6x0t1W_iM		136	223	O čem je historie všeho?
1001	Komentář 2 k frakčnímu rezervnímu bankovnictví: pojištění vkladů	otstXFxMkl4	""	1039	161	Peníze a bankovnictví
90	Bankovnictví 1	E-HOz8T6tAo	""	709	161	Peníze a bankovnictví
91	Bankovnictví 2	h3lMANILkw0	""	719	161	Peníze a bankovnictví
457	Bankovnictví 3: Frakční rezervní systém	nH2-37rTA8U	""	708	161	Peníze a bankovnictví
793	Bankovnictví 4: multiplikační efekt a peněžní zásoba	F7r7l1VG-Tw	""	667	161	Peníze a bankovnictví
795	Bankovnictví 5: Úvod k bankovkám	cNFLqhU4MN0	""	529	161	Peníze a bankovnictví
796	Bankovnictví 6: Bankovky a šeky	IOzZVmgK3IM	""	662	161	Peníze a bankovnictví
797	Bankovnictví 7: poskytování úvěrů bez rozdávání zlata	On3c86V5A_E	""	509	161	Peníze a bankovnictví
808	Bankovnictví 8: sazba minimálních rezerv	VP3nKDUw1jA	""	649	161	Peníze a bankovnictví
809	Bankovnictví 9: Více o sazbách minimálních rezerv (špatný zvuk)	DFPBdbx0vFc	""	532	161	Peníze a bankovnictví
813	Bankovnictví 10: Úvod k finančnímu pákovému efektu (špatný zvuk)	8fxilNdEQTo	""	561	161	Peníze a bankovnictví
816	Bankovnictví 11: Rezervní banka	M-4GWomLbpc	""	688	161	Peníze a bankovnictví
817	Bankovnictví 12: Státní cenné papíry (státní dluh)	JBWdbzzYbtU	""	678	161	Peníze a bankovnictví
820	Bankovnictví 13: Operace na otevřeném trhu	BTNarhvGX88	""	748	161	Peníze a bankovnictví
821	Bankovnictví 14: Sazba Fed fondů	IniG1KkPS2c	""	702	161	Peníze a bankovnictví
825	Bankovnictví 15: Více o sazbě Federálních fondů	rgqFXkLAc-4	""	736	161	Peníze a bankovnictví
1407	Data o růstu čínského měnového agregátu M1 v roce 2010.	4Azskeheo_g	""	192	161	Peníze a bankovnictví
1240	Čína kupuje dluhopisy USA	Dfkq9SOWxY8	""	171	161	Peníze a bankovnictví
2238	Americko-čínská dluhová smyčka	m5xu4r0szaA	""	927	161	Peníze a bankovnictví
1192	Čínská centrální banka nakupuje dluhopisy	MN4SWiEEqKo	""	730	161	Peníze a bankovnictví
1165	Základy carry trade (forma spekulace na devizovém trhu)	8In5PK1yUAA	""	243	161	Peníze a bankovnictví
1906	"Čína drží svou měnu stabilní, ale diverzifikuje vlastnictví"	4aNoZjAhSr8	""	256	161	Peníze a bankovnictví
1153	Čínská inflace	R_-V6usZJsc	""	202	161	Peníze a bankovnictví
1474	Údaje od růstu čínských zahraničních aktiv v roce 2010	a3NFAnHxpKw	""	221	161	Peníze a bankovnictví
1098	Podhodnocování juanu	S-9iY1OgbDE	""	412	161	Peníze a bankovnictví
1335	"Čína udržuje kurz dolaru, aby zachovala tržní nevyrovnanost."	uTlh861MtYk	""	181	161	Peníze a bankovnictví
1097	Plovoucí směnné kurzy řešící obchodní nerovnováhu	wNYFJsC8TZE	""	246	161	Peníze a bankovnictví
565	Efekt plovoucí měny v Číně	vrGNXAGmfCM	""	206	161	Peníze a bankovnictví
564	Zhodnocení měnové situace Číny a USA	DtlFQ_nNaQM	""	156	161	Peníze a bankovnictví
904	Vliv měny na obchod - opakování	Ysk1ySejuCQ	""	606	161	Peníze a bankovnictví
924	Efekt pohybu měn na obchod	5HVCFrXQ9pw	""	860	161	Peníze a bankovnictví
89	Úvod do směn měn	Z92-nPVW9ig	itoNb1lb5hY	603	161	Peníze a bankovnictví
1019	Kvantitativní uvolňování v USA a Japonsku	a-R8qpea6lc	""	195	161	Peníze a bankovnictví
1018	Další video o kvantitativním uvolňování	Lmd_CDwBXFs	""	167	161	Peníze a bankovnictví
1017	Přehled operací na otevřeném trhu a kvantitativní uvolňování	TpLlJ8-AnQM	""	191	161	Peníze a bankovnictví
827	Bankovnictví 16: Proč cílové sazby versus peněžní zásoba	yOgGhPIHnlA	""	700	161	Peníze a bankovnictví
1013	Více o kvantitativním uvolňování (a úvěrovém uvolňování)	ZrKw-SLzNrw	""	555	161	Peníze a bankovnictví
912	Bankovnictví 17: Co se stalo se zlatem?	NFDMXwwzyIM	""	612	161	Peníze a bankovnictví
915	Bankovnictví 18: Široká diskuse	T9byZBGtGuw	""	848	161	Peníze a bankovnictví
965	Diskontní sazba	FxkTSjctXdk	""	802	161	Peníze a bankovnictví
967	Dohody o zpětném odkupu (repo transkace)	QWninXOAMXE	""	684	161	Peníze a bankovnictví
983	Rozvaha Federální rezervní	MILF-9GeMDQ	""	597	161	Peníze a bankovnictví
1002	Kvantitativní uvolňování	kc_HjPT4NKo	""	255	161	Peníze a bankovnictví
999	Operace Fedu na otevřeném trhu	wDuCOxDxMzY	""	277	161	Peníze a bankovnictví
966	LIBOR	wBCowBiXV7A	""	217	161	Peníze a bankovnictví
1012	Komentář 3: Frakční rezervní bankovnictví ze širší perspektivy	8SAMey9Gl5I	""	1287	161	Peníze a bankovnictví
998	Komentář 1 k frakčnímu rezervnímu bankovnictví	ZyyaE3DIxhc	""	1153	161	Peníze a bankovnictví
1327	Velikost iontů	HBi8xjMchZc	""	184	5	Periodická tabulka prvků
424	Trendy v periodické tabulce: Ionizační energie	5CBs36jtZxY	""	602	5	Periodická tabulka prvků
2403	Klasifikace prvků v periodické tabulce	t_f8bB1kf6M		536	5	Periodická tabulka prvků
2736	Skupiny periodické tabulky	UXOcWAfBdZg		500	5	Periodická tabulka prvků
3489	Počítání valenčních elektronů	akm5H2JsccI		499	5	Periodická tabulka prvků
3419	Přechodné kovy	kCM2mSb4qIU		334	5	Periodická tabulka prvků
609	Valenční elektrony a chemická vazba	NYtPw0WiUCo	""	657	5	Periodická tabulka prvků
2418	Atomový poloměr napříč periodickou tabulkou	q--2WP8wXtk		580	5	Periodická tabulka prvků
2382	Nádech a výdech	mykrnTh1tz8		779	129	Plíce a dýchání
1048	Jak se mění objem plic?	dTsUyXXudvA	""	490	129	Plíce a dýchání
1126	Lidé a rostliny	lzWUG4H5QBo	""	570	129	Plíce a dýchání
2364	Klasifikace astmatu	FckjcoZDxbE		161	129	Plíce a dýchání
1262	Základy dýchání	qel8yujGuZM	""	724	129	Plíce a dýchání
1802	Astma	SGKHQqHXmpQ	""	280	129	Plíce a dýchání
2186	Stavová rovnice plynu v alveolu - část 1	zZX9jJqSlQs	""	479	129	Plíce a dýchání
837	Plíce a dýchací systém	SPGRkexI_cs	""	1233	129	Plíce a dýchání
539	Červené krvinky	fLKOBQ6cZHA	""	990	129	Plíce a dýchání
1541	Dechové centrum	_BFDgTci0ck	""	563	129	Plíce a dýchání
2038	Jak se vyvíjeli naši předci?	z9DJvupt0pY	""	601	226	Počátky lidstva
2410	Kolektivní učení ve velkém měřítku	o3Ym-tAtCvc		123	226	Počátky lidstva
1830	Jaký byl život prvních lidí?	VvGcrCV_aLw	""	653	226	Počátky lidstva
2001	Řekové a Peršané	7HUYGoJ2bD0	""	672	203	Počátky naší kultury
2026	Buddha a Ašóka	OZbM1h3S-aA	""	710	203	Počátky naší kultury
2027	2000 let čínské historie! Mandát nebes a Konfucius	W74G5sNJMuA	""	702	203	Počátky naší kultury
2028	Alexandr Veliký	C89FHfWZyyA	""	639	203	Počátky naší kultury
2031	Hedvábná stezka a starověký obchod	hiRGC4lS9k8	""	564	203	Počátky naší kultury
2032	Římské císařství. Nebo republika. Nebo... co vlastně?	eOp-GTRP-to	""	695	203	Počátky naší kultury
2257	"Dave Smith, CEO & zakladatel TekScape IT - 1. část"	MAV3ZT9Byew	""	226	163	Podnikání
2249	"Dave Smith, CEO & zakladatel TekScape IT - 2. část"	ixE3APFcFdA	""	220	163	Podnikání
2258	"Dave Smith, CEO & zakladatel TekScape IT - 3. část"	AfaFiSLM2hw	""	173	163	Podnikání
2260	"Dave Smith, CEO & zakladatel, TekScape IT - 4. část"	5MA0NQObHUk	""	195	163	Podnikání
2261	"Jason Christiansen, Prezident & CEO, Rigid Industries - 3. část"	NVSFyfli12I	""	173	163	Podnikání
1925	Philip Rosedale 2 - Coffee & Power	-9gl_HlsatI	""	147	163	Podnikání
1980	Philip Rosedale 1 - Coffee & Power	nONjtiCnbI0	""	165	163	Podnikání
1988	Ben Milne 1 - Dwolla	-ij_dFJvMYk	""	161	163	Podnikání
1982	Lara Morgan - Zakladatelka Pacific Direct	JBOFe2nwob4	""	221	163	Podnikání
2111	Giles Shih - President a CEO firmy BioResource International	yqCGsOfKdRM	""	204	163	Podnikání
2121	Giles Shih - Význam vzdělávání	taTxFgtb1_Q	""	210	163	Podnikání
2122	Giles Shih - Od nápadu k podnikání	p-cZzHxVoG8	""	216	163	Podnikání
2154	Renaud Laplanche - Zakladatel Lending Club 3	STB4pbEJxc8	""	160	163	Podnikání
1995	Danny O'Neill - Odlišení se na trhu	23GcWeVJMTQ	""	165	163	Podnikání
2047	Zach Kaplan 2	jOw5_m54Bxg	""	226	163	Podnikání
2105	T.A. McCann - zakladatel a CEO firmy Gist	fakiCFD41TI	""	184	163	Podnikání
2104	T.A. McCann - Od myšlenky k realizaci	b9XDyXiJD7U	""	215	163	Podnikání
2118	Marc Ecko - Zakladatel Ecko Unlimited	7uFbPec0tR4	""	220	163	Podnikání
2025	Ben Milne 2 - Dwolla	ZJm57F8NGEc	""	173	163	Podnikání
2120	Zach Kaplan - Revoluce digitální výroby	WreIjcz4X_k	""	226	163	Podnikání
1981	Danny O'Neill - Jak najít perfektního zákazníka	q3d7488qjgs	""	194	163	Podnikání
2250	"Linda Jeschofnig, spoluzakladatelka Hands-On Labs  - 1. část"	Y0ibXbKwN4w	""	163	163	Podnikání
2160	Linda Jeschofnig - spoluzakladatel Hands-On Labs 2	62ZlRO8BCUw	""	160	163	Podnikání
2119	Marc Ecko  - Chyby jsou lekce pro budoucí úspěch	QNB9hnRfgdk	""	196	163	Podnikání
1993	Danny O'Neill - Začínáme	hBES75bsh64	""	220	163	Podnikání
2017	Danny O'Neill - Prezident firmy Roasterie	gtlaJuBuQvE	""	191	163	Podnikání
2024	Philip Rosedale 3 - Coffee & Power	wjCRcXQ3EHg	""	195	163	Podnikání
2247	Richard Branson	wDdIwv7H3Sg	""	200	163	Podnikání
1086	Minimální rychlost nutná pro projetí smyčkou	wjZb3zPuoeA	""	181	211	Pohyb ve dvou rozměrech
2375	"Optimální úhel projektilu, 3. část"	-h_x8TwC1ik		159	211	Pohyb ve dvou rozměrech
3847	Závodní auta s konstantní velikostí rychlosti v zatáčce	ITA1rW5UraU	""	289	211	Pohyb ve dvou rozměrech
3848	Dostředivá síla a dostředivé zychlení	vZOk8NnjILg	""	647	211	Pohyb ve dvou rozměrech
2640	Vizuální pochopení vzorce pro výpočet dostředivého zrychlení	NH1_sO8QY3o		588	211	Pohyb ve dvou rozměrech
3849	Optimální zatáčky na Indianapoliském rychlostním okruhu	MKnI3425EMI	""	385	211	Pohyb ve dvou rozměrech
1133	"Řešení smyčky, část 1"	4SQDybFjhRE	""	365	211	Pohyb ve dvou rozměrech
1606	Celková konečná rychlost střely	sTp4cI9VyCU	""	473	211	Pohyb ve dvou rozměrech
2415	Oprava celkové konečné rychlosti střely	DNoDJlB0ygU		161	211	Pohyb ve dvou rozměrech
2419	"Optimální úhel projektilu, 1. čast"	RhUdv0jjfcE		350	211	Pohyb ve dvou rozměrech
2420	"Optimální úhel projektilu, 2. část"	XtAB9GOfLiM		252	211	Pohyb ve dvou rozměrech
2020	"Řešení smyčky, část 2"	zcnnZz2pCSg	""	288	211	Pohyb ve dvou rozměrech
3850	Řešení úloh na dostředivou sílu	FfNgm-w9Krw	""	900	211	Pohyb ve dvou rozměrech
3851	Příklad s pohybem joja po kruhové dráze	2lcaBPLLoLo	""	631	211	Pohyb ve dvou rozměrech
3852	Bowlingová koule ve vertikální smyčce	Xpgsg-fY4DY	""	529	211	Pohyb ve dvou rozměrech
733	Práce s výrazy - dosazování 2	0uCslW40VHQ	""	162	397	Pokročilé výrazy s proměnnými
186	Výrazy s proměnnými	aoXUWSwiDzE	""	747	397	Pokročilé výrazy s proměnnými
382	Práce s výrazy - dosazování 3	NEaLgGi4Vh4	""	182	397	Pokročilé výrazy s proměnnými
3333	Práce s výrazy - dosazování	GmD7Czmol0k		207	397	Pokročilé výrazy s proměnnými
3336	Nedefinované a neurčité výrazy	lHdlHTsXbZg		452	397	Pokročilé výrazy s proměnnými
327	Proč není výraz 0 děleno 0 v matematice definovaný?	PDReqvXfkBA	""	146	397	Pokročilé výrazy s proměnnými
206	Proč není definováno dělení nulou?	SQzjzStU1RQ	""	248	397	Pokročilé výrazy s proměnnými
1777	Sčítání lomených výrazů	w7NhLkQynS8	""	164	397	Pokročilé výrazy s proměnnými
636	"Oldenburg, Floor Cake (Podlahový dort), 1962"	N-mt2tiRJ7U	""	210	320	Pop art
546	"Warhol, Zlatá Marilyn Monroe, 1962"	lXfzq27fGvU	""	195	320	Pop art
1264	"Andy Warhol, plechovky Campbellovy polévky: Proč je to umění?"	SdbOrNLcC0I	""	430	320	Pop art
470	Polévky v konzervě Andyho Warhola: Proč je tohle umění?	J2CtQD3OLRI	""	430	320	Pop art
2185	"James Rosenquist, ""F-111,"" 1964-65"	txHg9ItLH3Y	""	103	320	Pop art
2172	"Lichtenstein, Rouenská katedrála, set V, 1969"	GpwAsXrBJ-Q	""	190	320	Pop art
1884	"Jasper Johns, Vlajka, 1954-55"	9bWJt2hjBH0	""	365	320	Pop art
1775	Jak vytvořit krabicový graf s vousy	09Cx7xuIXig	""	498	82	Popisná statistika
1577	"Rozpětí, rozptyl a směrodatná odchylka"	E4HAYd0QnRc	""	754	82	Popisná statistika
2083	Čtení sloupcových grafů 2	gnyHsgTFXIY	""	90	82	Popisná statistika
1463	Populační rozptyl	dvoHB9djouc	""	236	82	Popisná statistika
710	Čtení krabičkových diagramů s vousy.	b2C9I8HuCe4	""	198	82	Popisná statistika
1758	Tvorba sloupcových grafů	woUQ9LLaees	""	67	82	Popisná statistika
1351	Čtení piktogramů	qrVvpYt3Vl0	""	141	82	Popisná statistika
83	Směrodatná odchylka	HvDqbzu0i0E	""	787	82	Popisná statistika
1765	Nevychýlený odhad rozptylu (simulace)	F2mfEldxsPI	""	286	82	Popisná statistika
1703	Simulace: jak získat nestranný odhad rozptylu	0QS4VHPV4JA	""	270	82	Popisná statistika
1697	Nestranný odhad rozptylu	KkaU2ur3Ymw	""	584	82	Popisná statistika
1502	Výběrový rozptyl	iHXdzfF7UEs	""	638	82	Popisná statistika
82	"Příklad, jak určit aritmetický průměr, medián a modus"	k3aKKasOmIw	""	236	247	Popisná statistika
242	Příklad: Rozpětí a střed rozpětí	7DtWXEPB_AI	""	123	82	Popisná statistika
1741	Čtení ze sloupcových grafů 1	9YjXGLWMvCM	""	52	82	Popisná statistika
1463	Populační rozptyl	dvoHB9djouc	""	236	247	Popisná statistika
82	"Příklad, jak určit aritmetický průměr, medián a modus"	k3aKKasOmIw	""	236	82	Popisná statistika
1437	Histogramy	4eLJGG2Ad30	""	368	82	Popisná statistika
632	"Průměr, medián a modus"	h8EYEJ32oQ8	""	236	82	Popisná statistika
632	"Průměr, medián a modus"	h8EYEJ32oQ8	""	236	247	Popisná statistika
874	Cena příbuzných statků a poptávka	-oClpRv7msg	""	348	33	"Poptávka, nabídka a tržní rovnováha"
715	Změna v očekávaných budoucích cenách a poptávce	7siSvYs84fg	""	274	33	"Poptávka, nabídka a tržní rovnováha"
250	Zákon poptávky	ShzPtU7IOXs	""	496	33	"Poptávka, nabídka a tržní rovnováha"
790	"Změny v příjmu, populaci nebo preferencích"	do1HDIdfQkU	""	213	33	"Poptávka, nabídka a tržní rovnováha"
843	Normální a méněcenné statky	wYuAwm-5-Bk	""	356	33	"Poptávka, nabídka a tržní rovnováha"
1207	Vysvětlení méněcenných statků	TAhRoJB34nw	""	319	33	"Poptávka, nabídka a tržní rovnováha"
1918	Zákon nabídky	3xCzhdVtdMI	""	504	33	"Poptávka, nabídka a tržní rovnováha"
899	Faktory ovlivňující nabídku	0isM0GF-rMI	""	418	33	"Poptávka, nabídka a tržní rovnováha"
2473	Tržní rovnováha	PEMkfgrifDw		617	33	"Poptávka, nabídka a tržní rovnováha"
995	Změny rovnováhy trhu	NgPqyM3I_8o	""	545	33	"Poptávka, nabídka a tržní rovnováha"
3094	Jaké balení pesticidů je nejvýhodnější?	HEiO1n_zMLk		355	398	Použití úprav výrazů ve fyzice
3092	Určování jednotek ze vzorce	ALaBkdJYXqs		278	398	Použití úprav výrazů ve fyzice
3091	Algebraické chápání jednotek	hIAdCTNi1S8		389	398	Použití úprav výrazů ve fyzice
3093	"Jednotky, kterými lze nejlépe vyjádřit rychlost"	d5lcGCbV5cM		595	398	Použití úprav výrazů ve fyzice
2486	Příklady s prací	udgMh3Y-dTk		236	212	Práce a energie
675	Zachování energie	kw_4Loo1HR4	""	607	212	Práce a energie
2606	Práce jako přenos energie	sZG-zHkGR4U		197	212	Práce a energie
1517	Úvod do jednoduchých strojů	pfzJ-z5Ij48	""	602	212	Práce a energie
2578	Konzervativní síly	qWR7SBsnLwo		242	212	Práce a energie
1521	"Práce, energie, příklad se třením"	YvacYWgygaA	""	605	212	Práce a energie
3846	Práce a její vztah ke kinetické energii	30o4omX5qfo	""	348	212	Práce a energie
836	Potenciální energie pružiny	P3QV9ktuYlQ	""	579	212	Práce a energie
2434	Pružiny – úvod do Hookova zákona	ZzwuHS9ldbY		606	212	Práce a energie
503	Úvod do práce a energie	2WS1sG9fhOk	""	558	212	Práce a energie
637	Práce a energie 2	3mier94pbnU	""	592	212	Práce a energie
2187	Křivka příjmu z mezního produktu firmy	cwClnv9Y1Y0	""	783	242	Práce a příjem z mezního produktu
2189	Přidávání křivek poptávky	gHs3zuRek7o	""	378	242	Práce a příjem z mezního produktu
2190	Cenová diskriminace I. stupně	z0wg9ZPyL38	""	361	242	Práce a příjem z mezního produktu
799	Pravidlo sčítání pravděpodobností	QE2uR6Z-NcU	""	643	16	Pravděpodobnost
1482	Nezávislé jevy – příklad 3: házení dvěma kostkami	O4Qnsubo2tg	""	315	16	Pravděpodobnost
216	Příklad: tahání kuliček	yUaI0JriZtY	""	176	16	Pravděpodobnost
98	Úvod do pravděpodobnosti	uzkc-qNVoOk	""	498	16	Pravděpodobnost
1469	Složená pravděpodobnost nezávislých jevů	xSc4oLA9e8o	""	360	16	Pravděpodobnost
1447	Nezávislé jevy – příklad 2: pravděpodobnost uhodnutí správné odpovědi	VWAfEbgf1Po	""	284	16	Pravděpodobnost
1467	Nezávislé jevy – příklad 1: házení kostkou	2MYA8Ba2PvM	""	148	16	Pravděpodobnost
1510	Příklad: Závislé jevy	7BkcNLOf56w	""	394	16	Pravděpodobnost
914	Úvod do závislé pravděpodobnosti	VjLEoo3hIoM	""	398	16	Pravděpodobnost
1628	"Odhad pravděpodobnosti, že padne 7"	L1_OqQmMEMo	""	58	79	Pravděpodobnost náhodných jevů
1384	Příklad: pravděpodobnost vytažení jiné než modré kuličky	mLE-SlOZToc	""	596	79	Pravděpodobnost náhodných jevů
326	Příklad: pravděpodobnost vytažení žluté kuličky	cdRLBOnLTDk	""	131	79	Pravděpodobnost náhodných jevů
1498	Stromové diagramy pro určení výsledků	Zxvc6iPKdec	""	271	79	Pravděpodobnost náhodných jevů
1573	"Příklad: pravděpodobnost, že se desetkrát za sebou trefíme do koše."	iMqCSgqzmiQ	""	425	79	Pravděpodobnost náhodných jevů
1374	Příklad: kdy padne alespoň jednou panna?	mkyZ45KQYi4	""	560	79	Pravděpodobnost náhodných jevů
1491	Závislé a nezávislé jevy	Za7G_eWKiF4	""	159	79	Pravděpodobnost náhodných jevů
1916	Pravděpodobnostní rozcvička	1x4sFHiTlTc	""	236	79	Pravděpodobnost náhodných jevů
334	Pravděpodobnostní prostor	1dPMsJ7I6BY	""	169	79	Pravděpodobnost náhodných jevů
2085	Odhad pravděpodobnosti	IabpghpNVqI	""	94	79	Pravděpodobnost náhodných jevů
1464	Příkad: pravděpodobnostní prostor	FICRd7Lp67s	""	259	79	Pravděpodobnost náhodných jevů
1457	Počítání pravděpodobnosti při karetní hře	obZzOq_wSCg	""	602	79	Pravděpodobnost náhodných jevů
1359	Discovery Lab - Kouzelníkův tip	Weymq89kwAw	""	102	79	Pravděpodobnost náhodných jevů
2129	Pravděpodobnostní rozdělení diskrétní náhodné veličiny	cqK3uRoPtk0	""	408	179	Pravděpodobnostní rozdělení
2131	Diskrétní a spojité náhodné veličiny	dOr0NKyD31Q	""	717	179	Pravděpodobnostní rozdělení
1148	Náhodné veličiny	3v9w79NhsfI	""	332	179	Pravděpodobnostní rozdělení
1368	Střední hodnota náhodné veličiny	j__Kredt7vY	""	893	179	Pravděpodobnostní rozdělení
1344	Funkce hustoty pravděpodobnosti	Fvi9A_tEmXQ	""	602	179	Pravděpodobnostní rozdělení
1231	Binomické rozdělení 2	FI8xtVaI068	""	665	81	Pravděpodobnostní rozdělení
1092	Přebytek výrobce	-V-Y5klejSg	""	500	31	Přebytek spotřebitele a přebytek výrobce
1167	Celkový přebytek spotřebitele	RBUBIRtn0xQ	""	346	31	Přebytek spotřebitele a přebytek výrobce
1168	Přebytek spotřebitele - úvod	_6kwhF6hoqQ	""	302	31	Přebytek spotřebitele a přebytek výrobce
2265	Karel Veliký: Úvod	j4PI8dEWTGE	""	470	143	Před 1300 n.l. - starověk a středověk
2050	Období Karla Velikého 2	pyDPJENZOs0	""	695	143	Před 1300 n.l. - starověk a středověk
540	Procházka starověkým Římem	e_phjB19ZEg	""	827	143	Před 1300 n.l. - starověk a středověk
985	Lodní pohřebiště Sutton Hoo	dWxcQZBM3eQ	""	263	143	Před 1300 n.l. - starověk a středověk
1425	"Sir John Everett Millais, Kristus v domě svých rodičů, 1849-50"	nRPLiTZAry4	""	270	301	Prerafaelité
1424	"Sir John Everett Millais, Ofélie, 1851-52"	I2M7U8eCeHA	""	327	301	Prerafaelité
687	Umělecká reprezentace a abstrakce: Pohled na Millaise a Newmana	8-5DTsl1V5k	""	510	301	Prerafaelité
1946	"Sir Edward Coley Burne-Jones, Zlaté schody, 1880"	VQniy8iq9EQ	""	191	301	Prerafaelité
1442	"William Holman Hunt, Claudio a Isabella, 1850"	4j13InegUPk	""	288	301	Prerafaelité
2826	Příklad: Použití metrické soustavy 2	CDvPPsB3nEM		343	356	Převody jednotek
703	Převody jednotek v metrické soustavě	uHaKyNplino	""	283	356	Převody jednotek
737	Porovnání stupnic Celsia a Fahrenheita	aASUZqJCHHA	""	170	356	Převody jednotek
2839	Převod stupňů Fahrenheita na stupně Celsia	NqbkvEK46xM		178	356	Převody jednotek
738	Převody mezi metrickými jednotkami	SYkmadc2wOI	""	316	356	Převody jednotek
2811	Příklad: Použití metrické soustavy 1	q9XCrpLPfGk		373	356	Převody jednotek
3664	Proč jsem převrátila třídu?	9aGuLuipTwg	""	208	442	Převrácená třída - FAQ
3154	Detaily ohledně změny agregátních plánovaných výdajů	xF_Z4QK0tsA		705	255	Příjmy a výdaje - Keynesiánský kříž a model IS-LM
2718	Základy spotřební funkce	o5iot_ZsoV0		399	255	Příjmy a výdaje - Keynesiánský kříž a model IS-LM
2965	Mezní sklon ke spotřebě (MPC) a multiplikátor	O_Oozju3RRI		593	255	Příjmy a výdaje - Keynesiánský kříž a model IS-LM
3569	Určité integrály se zápornou velikostí plochy	MM0FTzvedH4		448	428	Primitivní funkce a integrály
3578	Primitivní funkce a neurčitý integrál	MMv-027KEqU		223	428	Primitivní funkce a integrály
3523	Neurčitý integrál mocninné funkce	QxbJsg-Vdms		348	428	Primitivní funkce a integrály
3524	Neurčitý integrál zapeklitějšího výrazu	cBi4a1iSaPk		376	428	Primitivní funkce a integrály
3525	Neurčitý integrál goniometrických funkcí a exponenciály	hXg-6YgAARk		244	428	Primitivní funkce a integrály
3526	Neurčitý integrál lomené funkce	sPPjk4aXzmQ		455	428	Primitivní funkce a integrály
3527	Určování integrační konstanty	bjdOWH43-9s		264	428	Primitivní funkce a integrály
3528	Určování integrační konstanty 2	T8rbpI4OZCc		188	428	Primitivní funkce a integrály
3529	Určení určitého integrálu z grafu	hTTDI49LhjE		211	428	Primitivní funkce a integrály
