1998	Biomolekuly	WtCCobhLqng	""	
1999	Rostlinná buňka	d9GkH4vpK3w	""	
2000	Celková dráha uražená částicí	HDntI7zfBNs	""	
2001	Řekové a Peršané	7HUYGoJ2bD0	""	
2002	Úžasný život a podivná smrt kapitána Cooka	3281cSAuk2g	""	
2003	O teplotě a atmosféře na Marsu	62zKxexJrIM	""	
2004	Násobení vektoru skalárem	ZN7YaSbY3-w	""	
2005	Sčítání vektorů	8QihetGj3pg	""	
2006	Prostory reálných souřadnic	lCsjJbZHhHU	""	
2007	Sarrusovo pravidlo	4xFIi0JF2AM	""	
2008	Výpočet rozlohy domu ve čtverečních stopách	xo4VpX2IIMk	""	
2009	Obsah obdélníku jako součin stran nebo součet čtverečních jednotek	6opcIZM0i_c	DRg2VCo8lP0	https://cs.khanacademy.org/v/rectangle-area-as-product-of-dimensions-same-as-counting-unit-squares
2010	Úvod ke cvičení	gDxCHaW-WfI	""	
2011	Cyklus podvýživy	yL8ejNmJII4	""	
2012	Depolarizační vlna šířící se srdcem	s5smas8uum4	""	
2013	Vliv hypertenze na srdce	0fWuPR1AsJ4	""	
2014	Úvod do laboratorních hodnot a normálních rozsahů	_mGszRbve9s	""	
2015	Phillipsova křivka	v7ZWTZ9NgU4	""	
2016	Bitcoin - Digitální podpisy	Aq3a-_O2NcI	""	
2017	Danny O'Neill - Prezident firmy Roasterie	gtlaJuBuQvE	""	
2018	Nezaměstnanost	vUOiOi-XaoQ	""	
2019	Mansa Musa a islám v Africe	Hz0neklvbX8	""	
2020	"Řešení smyčky, část 2"	zcnnZz2pCSg	""	
2021	"Bakterie, archea, protisté"	sPIOgGHhlYo	""	
2022	Harappská kultura	73yFDlgqPio	""	
2023	Starověký Egypt	Hpfs8uEo9WA	""	
2024	Philip Rosedale 3 - Coffee & Power	wjCRcXQ3EHg	""	
2025	Ben Milne 2 - Dwolla	ZJm57F8NGEc	""	
2026	Buddha a Ašóka	OZbM1h3S-aA	""	
2027	2000 let čínské historie! Mandát nebes a Konfucius	W74G5sNJMuA	""	
2028	Alexandr Veliký	C89FHfWZyyA	""	
2029	Křížové výpravy - poutě nebo svaté války?	p13IEJ_V_U0	""	
2030	Pozor... Mongolové! Konečně!	TiXusw8aPMk	""	
2031	Hedvábná stezka a starověký obchod	hiRGC4lS9k8	""	
2032	Římské císařství. Nebo republika. Nebo... co vlastně?	eOp-GTRP-to	""	
2033	Křesťanství od judaismu ke Konstantinovi	zfJqkiNXShI	""	
2034	Pád Římské říše... v 15. století	nLi5-KKcmY0	""	
2035	Rozklad zlomku do součtu	nYznNWCErf0	_E9fG8BYcBo	
2036	Násobení celého čísla a zlomku	VDdckL5W2Eg	ZlhrXO1-osA	
2037	Porovnávání hodnot na číselné ose	AvL_nFX0qDw	""	
2038	Jak se vyvíjeli naši předci?	z9DJvupt0pY	""	
2039	Měření úseků	y-O_B-wWivQ	""	
2040	"Mies van der Rohe, Seagram Building, New York City (1958)"	ZyyuflY5k2k	""	
2041	Rozklad smíšeného čísla do součtu	pk78t1rJzps	erZe85NrsK0	
2042	Obchod v oblasti Indického oceánu - šnorchlující velbloudi	KZibsVxUOrw	""	
2043	Doba temna - jak temná byla?	Qs0J-O0HCbA	""	
2044	Příklad: Jaký zlomek hodiny má ještě cvičit na piano?	CvVngWqHXM8	0njioQqIxKY	
2045	Určení limity z funkčního předpisu	EAa3J_nDkoI	""	
2046	Bitcoin - Zabezpečení blockchainů	8zgvzmKZ5vo	""	
2047	Zach Kaplan 2	jOw5_m54Bxg	""	
2048	"Mondrian, Kompozice č. 2 s červenou a modrou, 1929"	NpWxl4C0OWU	""	
2049	Bronzino & manýristický portrét	4mpFcaeElCs	""	
2050	Období Karla Velikého 2	pyDPJENZOs0	""	
2051	Vytváření ekvivalentních zlomků (početní)	9wyCTSMipcQ	yZqVJtDO7gc	
2052	Co je to život?	BUeyUEAtW6U	""	
2053	"Nightline: Naučte se vše, online"	0OtQY-gDuJA	""	
2054	Příklad: Odčítání smíšených čísel	MG74M1YjcL8	q19UnHEofOA	
2055	Násobení zlomku celým číslem	4PlkCiEXBQI	""	
2056	Khanova škola ve třídách	bdmOvVW9el4	""	
2057	Příklad 3: Převod zlomku na desetinné číslo	E3OfSGjpDoI	""	
2058	Rozklad kvadratických trojčlenů na součin 3	GMoqg_s4Dl4	""	
2059	Jaká byla raná Země?	UfoAIEEdDDk	""	
2060	Khan Academy ve státě Idaho	-1zR6pFof5c	""	
2061	Slabé vazebné interakce	pBZ-RiT5nEE	""	
2062	Určení jednostranných limit z grafu	nOnd3SiYZqM	""	
2063	Věta o ose úhlu a její důkaz	TpIBLnRAslI	""	
2064	Mussolini se stává diktátorem	pT6tFia8eaY	""	
2065	Sčítání členů se stejnými proměnnými	1DgDt6gCUKs	""	
2066	Konstrukce pravoúhlého rovnoramenného trojúhelníku	lohMwoq3WFA	""	
2067	Invertování matice 3x3 - část 1	S4n-tQZnU6o	""	
2068	"Albrecht Dürer, Autoportrét, 1500"	ZoiY6ZLEKaY	""	
2069	Pravidla pro mocniny - část 2	rEtuPhl6930	""	
2070	"Carracci, Strop paláce Farnese, 1597-1606"	DR9ad67Ftv0	""	
2071	"Benvenuto Cellini, Perseus s hlavou Medúzy, okolo 1554"	ZdTm669G7ik	""	
2072	Graf paraboly - příklad 1	Qv2pgv8ea-k	""	
2073	Vědecký zápis čísel 3	L2NUe_Vb4dY	xxAFh-qHPPA	https://cs.khanacademy.org/v/scientific-notation-example-2
2074	Studená válka	2-oQA64myZQ	""	
2075	Theodor Herzl a zrod politického sionismu	g8sxNa-E-H0	""	
2076	Velká lyra z Královské hrobky	ZJm7Qgef3ks	""	
2077	"Maya Lin, Památník veteránů z Vietnamu, 1982"	wuxjTxxQUTs	""	
2078	Příklad na výběrové rozdělení	0ZstEh_8bYc	""	
2079	Kvadratická rovnice v základním tvaru	ty4Ohya4hdE	""	
2080	Hledání chyb v řešení rovnice - příklad	jtPvDycHVQw	""	
2081	"Buněčné dýchání, ATP"	CIyAs0bxeoI	""	
2082	Matice při řešení soustavy rovnic	AUqeb9Z3y3k	""	
2083	Čtení sloupcových grafů 2	gnyHsgTFXIY	""	
2084	Intervaly spolehlivosti	bekNKJoxYbQ	""	
2085	Odhad pravděpodobnosti	IabpghpNVqI	""	
2086	Srovnání obsahů a obvodů obdélníků	nLY2bzRfQyo	""	
2087	Počet řešení lineárních rovnic - příklad 2	uQs100shv-A	""	
2088	Příklad: Počet řešení lineární rovnice	Dq0xFgQB9qo	""	
2089	Příklad: Poměr počtu holek a kluků ve třídě	IA3BDc4ZscY	Vx5uoZAkxng	https://cs.khanacademy.org/v/ratio-word-problem-exercise-example-1
2090	Příklad: Opice na večírku	evS4oR-DSwo	""	
2091	Porovnávání celých čísel	ctxp5F2BEIA	3Xcae0OGavk	https://cs.khanacademy.org/v/comparing-whole-number-place-values
2092	Určování lineární funkce	AZroE4fJqtQ	""	
2093	Dlouhodobá agregátní nabídka	8W0iZk8Yxhs	""	
2094	Skutečný CPI-U (index spotřebitelských cen pro městské spotřebitele) spotřební koš	-JTw7gNwT6Y	""	
2095	Příklad na konstrukci numerických výrazů	arY-EUZDNfk	""	
2096	Přeskupování v desetinných číslech 2	fNzM0lQHZsk	""	
2097	Příklad: Sčítání s rozkladem sčítance	smeZQlHGmQY	Q35CH9B3tvc	
2098	Problematické sestrojení trojúhelníků	E78ji1uBtSA	""	
2099	"Rembrandt, Tři kříže, 1653"	7PA0T4_KYC0	""	
2100	Další příklad seřazení desetinných čísel.	ovDUPGYCOUU	BINElq3DFkg	https://cs.khanacademy.org/v/another-ordering-decimals-example
2101	"Bernini, Apollo and Dafné, 1622-25"	e3RSRrUL1Os	""	
2102	Příklad 4: Obtížnější úloha k procvičení výpočtu úhlů trojúhelníku	MbGzOm2UUAM	95logvV8nXY	https://cs.khanacademy.org/v/challenging-triangle-angle-problem
2103	Odlévání bronzu	XZHLmG8DRbY	""	
2104	T.A. McCann - Od myšlenky k realizaci	b9XDyXiJD7U	""	
2105	T.A. McCann - zakladatel a CEO firmy Gist	fakiCFD41TI	""	
2106	Sedmiletá válka	ICI0gpCS_Pc	""	
2107	Kolumbovská výměna	a4nfbZYZ3SI	""	
2108	Technika zpracování skla: mozaikové sklo	5qgtWunYHwQ	""	
2109	Kolik je hodin? Příklady k procvičování 2	QmAR7QSVIn0	ftndEjAg6qs	https://cs.khanacademy.org/v/telling-time-exercise-example-2
2110	"Zápis výrazů 3 - cvičení, příklad 2"	o_Vt7J08PE4	""	
2111	Giles Shih - President a CEO firmy BioResource International	yqCGsOfKdRM	""	
2112	Vědecký zápis čísel 2	ABE8xTVo0KM	6phoVfGKKec	https://cs.khanacademy.org/v/scientific-notation-i
2113	Zaokrouhlování na stovky	19yOv4P2ccw	""	
2114	Důkaz - Vzorec pro výpočet kořenů kvadratické rovnice	mDmRYfma9C0	""	
2115	Benjamin Franklin jako diplomat a duchovní otec revoluce	Ewithks6nD4	""	
2116	Rozložení výrazu na součin (faktorizace) pomocí vytýkání	OLVhZxHU38Q	""	
2117	Patofyziologie chřipky	sZWP9b6u_5o	""	
2118	Marc Ecko - Zakladatel Ecko Unlimited	7uFbPec0tR4	""	
2119	Marc Ecko  - Chyby jsou lekce pro budoucí úspěch	QNB9hnRfgdk	""	
2120	Zach Kaplan - Revoluce digitální výroby	WreIjcz4X_k	""	
2121	Giles Shih - Význam vzdělávání	taTxFgtb1_Q	""	
2122	Giles Shih - Od nápadu k podnikání	p-cZzHxVoG8	""	
2123	"Arnold Böcklin, Autoportrét se smrtí hrající na housle, 1872"	3oeLGKeNPj0	""	
2124	"Jan van Huysum, Váza s květinami, 1718-20"	WOnOq9YIrWI	""	
2125	"Édouard Manet, Bar ve Folies-Bergère, 1882"	kMACjCg9r4E	""	
2126	Franklin jako občanský vůdce	h05d7Mbd3UI	""	
2127	Induktivní uvažování 1	MnQ7Lizkpqk	""	
2128	Deduktivní a induktivní uvažování	GEId0GonOZM	""	
2129	Pravděpodobnostní rozdělení diskrétní náhodné veličiny	cqK3uRoPtk0	""	
2130	Příklad na největší možné číslo ze 4 číslic	k3qZCxL5TeE	""	
2131	Diskrétní a spojité náhodné veličiny	dOr0NKyD31Q	""	
2132	Základy míry nezaměstnanosti	C9onjpQGpSg	""	
2133	2 druhy vakcíny proti chřipce	CwBmIHzmfcY	""	
2134	Kojení - reflex ejekce mléka	cMhgFt1xT7c	""	
2135	První náčrtek Deklarace nezávislosti	_NB5-Z0pOyc	""	
2136	Odpovědi na otázky Brainwave - 2011	0MzIJfmSa5k	""	
2137	Benjamin Franklin a Almanach chudého Richarda	8jV1SwpZ-W4	""	
2138	"Mary Cassatt, Dětská koupel, 1893"	O4St29B7cmU	""	
2139	Definice funkce - příklad 3	tBRW-CyJE6k	""	
2140	"Mary Cassatt, Snídaně v posteli, 1897"	gDbpcwwUgjI	""	
2141	Přepis výrazů ze slovního vyjádření na matematické	z8rjwY5Flik	""	
2142	"Andrea Mantegna, Svatý Šebastián, 1456-59"	y1_N1GAsS5I	""	
2143	Další příklady na radioaktivní rozpad	Hqzakjo_dYg	""	
2144	Souhrn operací se zlomky s proměnnou ve jmenovateli	OAewEsoIK_g	_BFaxpf35sY	https://cs.khanacademy.org/v/algebraic-expressions-with-fraction-division
2145	Příklad: Násobení zlomku celým číslem	Yq9W6B7XnmU	""	
2146	Cirkusové kresby Henriho Toulouse-Lautreca	_Ucdj37XOHk	""	
2147	Makrostavy a mikrostavy	5EU-y1VF7g4	""	
2148	Dáma z Auxerre	9s9pkVZD-Iw	""	
2149	Teorie her podvádějících firem	XTMbRDRaviM	""	
2150	"Duccio, Rucellaiská  Madona, 1285-86"	1JL5ZR-ocOs	""	
2151	Můžete se naučit cokoli	JC82Il2cjqA	""	
2152	Rozvíjejte svůj intelekt	WtKJrB5rOKs	""	
2153	FICA daň	UP9xy2eVj7s	""	
2154	Renaud Laplanche - Zakladatel Lending Club 3	STB4pbEJxc8	""	
2155	Záhada cen bydlení (2. část)	wYAhlTHIBT4	""	
2156	Záhada cen bydlení (3. část)	aAfMps_VyOY	""	
2157	Záchranný plán 14: možné řešení	BdmI14oSe4g	""	
2158	Základy monopolu	77CApfQlTuE	""	
2159	Tympanon s výjevem posledního soudu	PATkTJhAUhM	""	
2160	Linda Jeschofnig - spoluzakladatel Hands-On Labs 2	62ZlRO8BCUw	""	
2161	Co vzešlo z velkého třesku?	ZteDr2oXvXc	""	
2162	Sykesova-Picotova dohoda a Balfourova deklarace	eIfQ4GfSz3U	""	
2163	Růstové myšlení (Growth Mindset)	wh0OS4MrN3E	""	
2164	Rizika a výhody očkování proti chřipce	2X3sLszx8bQ	""	
2165	Genetické změny chřipky	-J--4Jc5FB0	""	
2166	Úvod do ledvin	mcQQGGShmLs	""	
2167	Radiokarbonová metoda datování 2	4YUtnod-YuE	""	
2168	Monopolistická konkurence a ekonomický zisk	RUVsEovktGU	""	
2169	Objem rotačního tělesa užitím určitého integrálu	btGaOTXxXs8	""	
2170	Těžba a opracování mramoru	MvMI2r1RS78	""	
2171	"Henri de Toulouse-Lautrec, V Moulin Rouge, 1893-95"	XLcbGHNFcpM	""	
2172	"Lichtenstein, Rouenská katedrála, set V, 1969"	GpwAsXrBJ-Q	""	
2173	Ansel Adams: Vizualizace fotografie	n-ZCEXWdIMg	""	
2174	"Arcivévodové, cynismus a první světová válka"	ntUjJENYiLw	""	
2175	Marina Abramović - Co je umění performance?	FcyYynulogY	""	
2176	Křížová elasticita poptávky	Ngv0Be9NxAw	""	
2177	Mezní užitek	Kf9KhwryQNE	""	
2178	Epidemiologie tuberkulózy	56tSt0TpnAk	""	
2179	Historie života na Zemi	Akpl6wmAfZQ	""	
2180	Výpočet skalárního a vektorového součinu v notaci jednotkových vektorů	enr7JqvehJs	""	
2181	Jak se zrychlila změna?	gOQOMo4NH5U	""	
2182	Olejomalba v Benátkách	lG6NWLxDbNo	""	
2183	Úvod do exponenciálního rozpadu	HTDop6eEsaA	""	
2184	Úvod k sociálnímu zabezpečení	gLHUCUv1e5Y	""	
2185	"James Rosenquist, ""F-111,"" 1964-65"	txHg9ItLH3Y	""	
2186	Stavová rovnice plynu v alveolu - část 1	zZX9jJqSlQs	""	
2187	Křivka příjmu z mezního produktu firmy	cwClnv9Y1Y0	""	
2188	Alokační efektivnost a mezní užitek	MT4akJsAmb0	""	
2189	Přidávání křivek poptávky	gHs3zuRek7o	""	
2190	Cenová diskriminace I. stupně	z0wg9ZPyL38	""	
2191	"Doplňkový početní důkaz, který ukáže, že mezní příjmy mají dvakrát větší sklon než poptávka"	atI4QH2acuw	""	
2192	Gestaltismus	20N53khArXA	""	
2193	Elektronová konfigurace prvků v d-bloku	qkLzAXUP_K0	""	
2194	Zdanění a náklady mrtvé váhy	NuLlNAdrom4	""	
2195	Minimální mzda a cenové prahy	j0c2vmFGbtk	""	
2196	"Jackie Winsor - ""Lano č. 1"" (1976)"	Mn4D4eQxeMU	""	
2197	Zápis v logaritmické a exponenciálním tvaru	Obch1OP5QyA	""	
2198	Příklad na nalezení průsečíku přímky s osou x	Yl0qPWTT8oA	xiIQQNufFuU	https://cs.khanacademy.org/v/finding-x-intercept-of-a-line
2199	Vznik sluneční soustavy	JYwBuv6_T74	""	
2200	Kontrola nájmu a náklady mrtvé váhy	8U8egQjcPaI	""	
2201	Přechod k zemědělství	n9-KRde2ucU	""	
2202	Elektrofilní aromatická substituce	fpq0eICjuSI	""	
2203	"Matematický program Khan Academy v Boys & Girls klubu v Chaffee County, Colorado"	hKa5Of7Dlbg	""	
2204	Mocniny desíti	0fKBhvDjuy0	""	
2205	Jak využívám data na Khan Academy	edgc5bX1T10	""	
2206	Jak došlo k propojení světových zón?	5Esn033AuX0	""	
2207	Úvod do historie - starší	52zdfecYpK0	""	
2208	Vyrovnání mezního užitku z utraceného dolaru	KbW6OiuRa1Y	""	
2209	Tragédie obecní pastviny	0b2Tl0x-niw	""	
2210	"Marcel Duchamp "" ready-made"" objekty"	zvrD8ConF1E	""	
2211	Plicní tuberkulóza	tp_qdvgXtVc	""	
2212	Rytířství ve středověku	T7j0V1AHvBU	""	
2213	Ekologická sukcese: Změna je dobrá	vNbgztA5WVc	""	
2214	Druhy rakoviny plic	QKUOYpsbROk	""	
2215	Co je odčítání?	9FcOC_xKWZU	""	
2216	Příklad: Doplnění na 5	Ko4Vzjynif0	""	
2217	Příklad: Kolik banánů musím přidat?	DxGsdW7O6CM	""	
2218	Příklad 2: Kolik je 7+6?	6aY3rBB5Qls	""	
2219	Příklad: Kolik je 8+7?	OvV7zi8j_xk	""	
2220	Příklady: Odčítání do 20	Q1MZvP2Js2s	""	
2221	Co je sčítání?	SwDlTrjlvIU	""	
2222	Porozumění řádu číslic: Přičítání jednotek	EKJtXnYiFgk	""	
2223	Porozumění řádu číslic: Přičítání desítek	pr5JjBjni-8	""	
2224	"Bernini, kostel svatého Ondřeje na Kvirinále,  1658-70"	EhEg8Wx_NA8	""	
2225	Porozumění řádu číslic: Odčítání jednotek	zqCVNPOuWYI	""	
2226	Porozumění řádu číslic: Odčítání desítek	NNpiqVqG7Rc	""	
2227	Názvosloví cykloalkanů	ygXkdSKXQoA	""	
2228	Tabulka čísel	wzkwfHqsVNs	""	
2229	Příklad: Slovní úloha na výpočet procent 4	wwR-fQY53gM	DAikW24_O0A	https://cs.khanacademy.org/v/solving-percent-problems-3
2230	Změny v agregátní poptávce	scN-1B6plos	""	
2231	Systematický název kubanu	ayKHmN90ncc	""	
2232	Olejomalby	9dbb6oITDa0	""	
2233	"Duchamp, Boite-en-valise (červená krabice), série F"	yOAlbFVKGfk	""	
2234	"Davidovy vázy, 1351"	lfIHzumEghQ	""	
2235	Mitóza	X1bmedVziGw	""	
2236	Chování zvířat	Kgii4IcKCOg	""	
2237	"Guercino: Sv. Lukáš představuje obraz Panny, 1652-53"	EczhLjFtyio	""	
2238	Americko-čínská dluhová smyčka	m5xu4r0szaA	""	
2239	Udržitelnost sociálního a zdravotního systému Medicare v USA	o1Y0G8Z67iU	""	
2240	Pohled na zdravotní systém USA	LMHxxvbzFqc	""	
2241	Sexuální život bezcévnatých rostlin	64GBYOsI9jQ	""	
2242	"Jádro, membrány, ribozomy, eukaryota a prokaryota"	jVSUQmtTk7Y	""	
2243	Odvození křivky poptávky od vylepšování mezního užitku z dolaru	4-_-wQc3EGE	""	
2244	Optimální bod na rozpočtové linii	nhSSu0Nzs30	""	
2245	Komplikace rakoviny plic	TkZ5IywDBnQ	""	
2246	Antidiuretický hormon	8dQdfbE8kFU	""	
2247	Richard Branson	wDdIwv7H3Sg	""	
2248	Indiferenční křivky a mezní míra substituce	7G4BUm7M6MY	""	
2249	"Dave Smith, CEO & zakladatel TekScape IT - 2. část"	ixE3APFcFdA	""	
2250	"Linda Jeschofnig, spoluzakladatelka Hands-On Labs  - 1. část"	Y0ibXbKwN4w	""	
2251	Khan Academy & NASA - úvod	CcM2R6vIvfw	""	
2252	Příklad 2: Násobení 2 desetinných čísel	cRWO2XxMO7c	D5fmcpNygQk	
2253	Čtení desetinného čísla 2	G7QiIkYfeME	""	
2254	Příklad: Odčítání 3 zlomků	9tmtDBpqq9s	""	
2255	"Příklad: Sčítání zlomků, desetinných čísel a procent"	xEDnwEOOf7Y	""	
2256	Úvod do dělení beze zbytku	al6XNkv0xIY	KFzcwWTEDDI	
2257	"Dave Smith, CEO & zakladatel TekScape IT - 1. část"	MAV3ZT9Byew	""	
2258	"Dave Smith, CEO & zakladatel TekScape IT - 3. část"	AfaFiSLM2hw	""	
2259	Porovnání řádu číslic v desetinném čísle	lR_kUUPL8YY	""	
2260	"Dave Smith, CEO & zakladatel, TekScape IT - 4. část"	5MA0NQObHUk	""	
2261	"Jason Christiansen, Prezident & CEO, Rigid Industries - 3. část"	NVSFyfli12I	""	
2262	Proč civilizace expandovaly?	lRSeb8XrG7A	""	
2263	"Raymond Duchamp-Villon, Kůň, 1914"	JAe14gwSvIU	""	
2264	"Mary Stevenson Cassattová, The Loge, 1882"	zOZiuAOuOkA	""	
2265	Karel Veliký: Úvod	j4PI8dEWTGE	""	
2266	"Donatello, Máří Magdalena, 1455"	-UZuG3XpAd0	""	
2267	Odpisy a náklady obětované příležitosti kapitálu	ckBKDrKVIMU	""	
2268	Příklad: Kolik gólů dal?	nDXvlo4mrco	anlOhNHlqwg	https://cs.khanacademy.org/v/multi-step-word-problems-with-whole-numbers-exercise-1
2269	Parciální tlak	d4bqNf37mBY	""	
2270	Tlak nasycených par	-QpkmwIoMaY	""	
2271	Stavba srdeční stěny	bm65xCS5ivo	""	
2272	Friedelova-Craftsova acylace - dodatek	0YD5xSvseIw	""	
2273	Příklad: Zápis množství pomocí čísla	KIWjhM_OOXA	""	
2274	Princip desítkové soustavy	dnKMkkLMVoo	wx2gI8iwMCA	
2275	"Mary Cassattová, Žena s perlovým náhrdelníkem v lóži, 1879"	guxLpVICBjg	""	
2276	Regulace krevního tlaku pomocí baroreceptorů	ajLgwCygHsc	""	
2277	Odčítání mnohočlenů	ZGl2ExHwdak	""	
2278	Ekologie - úvod a populační ekologie	IOuZHx6w-gU	""	
2279	Hardyho-Weinbergův zákon	4Kbruik_LOo	""	
2280	Rozklad čísel 10 až 19 do součtu 10 plus...	YdyV2nSUSe0	ourH3ueWNmA	
2281	Příklad: Znázornění čísla 25	UvzZDFaEW-k	X_PnRFAKbkg	
2282	Příprava sulfidů	MC8Mc6tSjYI	""	
2283	Redoxní reakce s železem	n30yILpUitw	""	
2284	Monopolistická optimalizace ceny (1. část) - celkový příjem	cczABrLd_uA	""	
2285	Workshop Khanovy Akademie: Otázky a odpovědi s učiteli	4N2CjLBvRWc	""	
2286	Prezentace o Khan Academy: Talova třída	JmHEZgAhq1Y	""	
2287	Populační genetika aneb Jak Darwin potkal Mendela	tzqZsPjHFVQ	""	
2288	Poznejte kůži!	4zKjzl0futI	""	
2289	Možnosti léčby rakoviny plic	trRl8QXtdMI	""	
2290	Galvanický článek	9Xncz_mMc5g	""	
2291	Forbes o Khan Academy	UkfppuS0Plg	""	
2292	Určení jednostranných limit z grafu 3	rccqylTloMs	""	
2293	Sbírka tvarů bratrance Fala.	D_WfeWYdY-Q	8xbIS2UkQxI	https://cs.khanacademy.org/v/sides-corners
2294	Příklad 2: Hledání ekvivalentního zlomku	0JW9P_T4P_Y	""	
2295	Příklad 3: Písemné odčítání 4-ciferných čísel	OJ-wajo6oa4	""	
2296	Grafické nalezení derivace funkce - příklad	NFzma7NsHtI	""	
2297	Dělení kostek mýdla 2	V8C15AfL6Gk	""	
2298	Druhá světová válka	dllD-6loBK4	""	
2299	"Eggleston, ""Red Ceiling,"" neboli Greenwood, Mississippi,1973"	jwWWjOkiJDs	""	
2300	Výmluvy k očkování proti chřipce	3YBirle0jII	""	
2301	Primární a sekundární tuberkulóza	3Em2Zzn796Q	""	
2302	"Lysippos, Apoxyomenos"	REeBUSYRzRo	""	
2303	Parthenon: Metopy s bojem Lapithů s kentaury	XXl5h257iBA	""	
2304	"Christian Schad, Autoportrét, 1927"	jEVfDSfO9Gw	""	
2305	Elektromagnetické spektrum – Mikrovlny	UZeBzTI5Omk	""	
2306	"Hans Holbein mladší, Kristýna Dánská, vévodkyně milánská, 1538"	hJOU3EK085M	""	
2307	Monopolistická optimalizace ceny (2. část) - mezní příjem	s1UQQELPyrc	""	
2308	Kupní opce jako finanční pákový efekt	N8h45mDI80s	""	
2309	Krebsův cyklus (cyklus kyseliny citronové)	juM2ROSLWfw	""	
2310	Tvorba nitro esterů	_yvdb_0NGT8	""	
2311	Důležité poznatky ze života Benjamina Franklina	vbAbCp9elFU	""	
2312	Struktura DNA a replikace	l6jdWkH3wfc	""	
2313	Ochranářská biologie a ekologie obnovy	3BBqL_F9fxQ	""	
2314	Sekundární hemostáza	y0sk8LG4mWQ	""	
2315	Rentgenový snímek krční páteře	cbkTTluHaTw	""	
2316	"Cyklus dusíku a fosforu: Kdo recykluje, žije!"	6rwoktPmqpY	""	
2317	"Koloběh vody a uhlíku: Kdo recykluje, žije!"	yrxAKGGEWZY	""	
2318	Přehled funkcí nervového systému	qrK-FBdjGk4	""	
2319	Shrnutí grafů příjmů a nákladů pro monopol	A_lV-XArVeE	""	
2320	Jak bílé krvinky obíhají po těle	LXFQG4Ugreo	""	
2321	Vznik prvních měst	fELtr_XmTmI	""	
2322	Úvod do archeologie	F6WLLeaCFP4	""	
2323	Vliv rozpouštědla na Sn1 a Sn2 reakce	ZRMSHG18aMY	""	
2324	Co je to Historie všeho?	4VICS9cIugo	""	
2325	Aromatická stabilita I	oDigu9YxXUg	""	
2326	"Triviální a systematické názvosloví, předpony sek- a terc-"	TJUm860AjNw	""	
2327	"Cézanne, Zátiší se sádrovým Kupidem, c. 1895"	XBPgPEo0Xx4	""	
2328	Termínované a životní pojištění 2	MYkR32QOdg0	""	
2329	"Kovalentní vazby, kovové a iontové krystaly."	Rw_pDVbnfQk	""	
2330	Přičítání a odčítání záporných čísel	rYidiuhoKCc	NQSN00zL5gg	
2331	Ekvivalentní zlomek	bPm_W7FFkBc	Bt60JVZRVCI	
2332	Dělení s postupným odčítáním násobků dělitele	R486L0M5cWk		
2333	Převádění smíšeného čísla na nepravý zlomek 1	-sA-vI2a2mM		
2334	Příklad: Odčítání zlomků s rozdílnými jmenovateli	N21Wh4Jqftc		
2335	Příklad: Rozdíl 2 smíšených čísel 2	4LYtLMmDuzw		
2336	Násobení 2 zlomků	o-aCHzgJ-VE	x6xtezhuCZ4	
2337	Dělení kostek mýdla	8E_2px4Ssio	Mcm0Q3wGhMo	
2338	Příklad: Dělení celého čísla zlomkem	aNeCGxJVG7w		
2339	Rozepsání desetinného čísla po řádech	z5vImL2RO-s	he4kcTujy30	
2340	Násobení 2 desetinných čísel	LW6j4KWPHw0	4IWfJ7-CYfE	
2341	Převádění nepravého zlomku na smíšené číslo	RRx4SfP-MGs	8JyPzTeA_8w	
2342	Příklady: Písemné dělení 2 celých čísel s desetinným výsledkem	7ZwSd9gtnwI		
2343	Písemné dělení 2 celých čísel s desetinným výsledkem	DKK9dKipERY	xUDlKV8lJbM	
2345	Příklad: Výpočet procent	gYaE0fZE1WY	FaDtge_vkbg	https://cs.khanacademy.org/v/finding-percentages-example
2346	Litry sodovky na oslavu	iqpDFKIREBo		
2347	Příklad: Žirafy vs. tučňáci	ZDripoF5__U	qyvwN-2PoXA	https://cs.khanacademy.org/v/fewer-word-problems
2348	"Bazilika Santa Sabina, Řím, 432 n.l."	VeZ3_VZytPw		
2349	Součet 3 čísel	lgkRZ48vbJM		
2350	Elektronová konfigurace f prvků	L-0FkEPPdXE		
2351	Kovy a kovové vlastnosti	pAjluTxSYgY		
2352	Neurogenní šok	-Y3CbsxhlQE		
2353	"Hesse, Beze jména (Dílo z lan), 1970"	-nrSCokEUXg		
2354	Trávící systém	qF6TBRaE2_A		
2355	Fotorespirace	EQvTEFCANTM		
2356	C4 Fotosyntéza	7ynX_F-SwNY		
2357	Neuroplasticita	J8wW1t1JqUc		
2358	Hlášení NASA o vozítku Curiosity – 18. leden 2013	z4vB44Rdq48		
2359	Inflace	-Z5kkfrEc8I		
2360	Důkaz: Entropie je stavová veličina	sPz5RrFus1Q		
2361	Ekologie společenstev: Láska bez hranic	ymWr2tIwIGo		
2362	Weberův zákon a práh rozlišitelnosti	O_nY1TM2RZM		
2363	Ansel Adams: Fotografie Moonrise	_Pe9gsbSqLI		
2364	Klasifikace astmatu	FckjcoZDxbE		
2365	Kvazistatické a reverzibilní procesy	lKq-10ysDb4		
2366	"Lorenzetti, Alegorie spravedlivé vlády a Důsledky dobré  a špatné vlády, 1337-40"	jk3wNadYA7k		
2367	"Hans Holbein mladší, Ambasadoři, 1533"	PQZUIGzinZA		
